type,secteur,etage,surface habitable,surface totale,nbr chambre,nbr salleBain,salon,age de bien,prix
"appartements, à vendre",sbata,2.0,6.0,2.0,2.0,1.0,1.0,20,760000.0
"appartements, à vendre",aïn chock,0.0,130.0,160.0,4.0,2.0,2.0,5,1100000.0
"appartements, à vendre",sidi maarouf,1.0,130.0,130.0,3.0,2.0,2.0,10,9000.0
"appartements, à vendre",bourgogne,1.0,180.0,200.0,3.0,2.0,4.0,15,25000000.0
"appartements, à vendre",gauthier,5.0,76.0,76.0,2.0,2.0,1.0,15,2000000.0
"appartements, à vendre",sidi moumen,4.0,50.0,50.0,2.0,1.0,1.0,5,340000.0
"appartements, à vendre",sidi bernoussi,1.0,50.0,50.0,2.0,1.0,1.0,5,320000.0
"appartements, à vendre",sidi moumen,0.0,93.0,93.0,2.0,1.0,1.0,10,590000.0
"appartements, à vendre",route d'azemmour,4.0,60.0,60.0,2.0,1.0,1.0,5,600000.0
"appartements, à vendre",oulfa,1.0,121.0,121.0,3.0,2.0,2.0,5,1230000.0
"appartements, à vendre",maarif,2.0,117.0,117.0,3.0,2.0,1.0,20,1400000.0
"appartements, à vendre",quartier des hôpitaux,8.0,140.0,140.0,3.0,2.0,2.0,15,1980000.0
"appartements, à vendre",aïn sebaâ,4.0,117.0,117.0,3.0,2.0,1.0,5,1250000.0
"appartements, à vendre",oulfa,1.0,183.0,45.0,3.0,2.0,1.0,1,1845750.0
"appartements, à vendre",sidi maarouf,1.0,76.0,76.0,2.0,1.0,1.0,15,900000.0
"appartements, à vendre",sidi moumen,0.0,59.0,59.0,2.0,1.0,1.0,5,410000.0
"appartements, à vendre",aïn sebaâ,2.0,116.0,116.0,3.0,2.0,1.0,1,1220000.0
"appartements, à vendre",belvédère,7.0,170.0,210.0,3.0,2.0,2.0,20,1650000.0
"appartements, à vendre",oulfa,3.0,70.0,70.0,2.0,2.0,1.0,10,900000.0
"appartements, à vendre",belvédère,1.0,95.0,119.0,2.0,1.0,1.0,10,1070000.0
"appartements, à vendre",mers sultan,3.0,51.0,51.0,1.0,1.0,1.0,15,790000.0
"appartements, à vendre",2 mars,5.0,160.0,160.0,3.0,2.0,2.0,15,2320000.0
"appartements, à vendre",bournazil,3.0,74.0,74.0,2.0,1.0,1.0,15,600000.0
"appartements, à vendre",sidi maarouf,2.0,70.0,70.0,2.0,1.0,1.0,15,660000.0
"appartements, à vendre",oulfa,4.0,58.0,58.0,2.0,1.0,1.0,10,200000.0
"appartements, à vendre",aïn sebaâ,3.0,62.0,70.0,2.0,1.0,1.0,15,490000.0
"appartements, à vendre",aïn sebaâ,2.0,57.0,57.0,2.0,1.0,1.0,15,500000.0
"appartements, à vendre",ben ejdia,0.0,30.0,30.0,1.0,1.0,1.0,20,300000.0
"appartements, à vendre",maarif,1.0,85.0,91.0,2.0,1.0,1.0,15,900000.0
"appartements, à vendre",aïn sebaâ,4.0,76.0,76.0,3.0,1.0,1.0,15,500000.0
"appartements, à vendre",beauséjour,1.0,103.0,103.0,2.0,1.0,1.0,15,1250000.0
"appartements, à vendre",sidi bernoussi,1.0,116.0,116.0,3.0,2.0,1.0,1,960000.0
"appartements, à vendre",racine,2.0,88.0,88.0,2.0,2.0,2.0,15,2200000.0
"appartements, à vendre",belvédère,4.0,105.0,105.0,2.0,1.0,1.0,10,1280000.0
"appartements, à vendre",hay mansour,2.0,163.0,163.0,3.0,3.0,2.0,15,2400000.0
"appartements, à vendre",sidi moumen,2.0,70.0,70.0,2.0,1.0,1.0,15,420000.0
"appartements, à vendre",oulfa,1.0,50.0,50.0,2.0,1.0,1.0,5,330000.0
"appartements, à vendre",sbata,1.0,80.0,84.0,2.0,1.0,1.0,5,385000.0
"appartements, à vendre",gauthier,2.0,50.0,52.0,1.0,1.0,1.0,20,850000.0
"appartements, à vendre",oulfa,2.0,56.0,56.0,2.0,1.0,1.0,10,360000.0
"appartements, à vendre",sbata,1.0,72.0,72.0,2.0,2.0,1.0,15,640000.0
"appartements, à vendre",aïn borja,2.0,72.0,72.0,2.0,1.0,1.0,15,740000.0
"appartements, à vendre",sidi bernoussi,2.0,50.0,50.0,2.0,1.0,1.0,1,250000.0
"appartements, à vendre",hay mohammadi,2.0,64.0,64.0,2.0,1.0,1.0,20,480000.0
"appartements, à vendre",bournazil,4.0,85.0,85.0,3.0,1.0,1.0,15,680000.0
"appartements, à vendre",anfa,3.0,107.0,121.0,3.0,2.0,1.0,15,1300000.0
"appartements, à vendre",al madina aljadida,3.0,58.0,59.0,2.0,1.0,1.0,10,420000.0
"appartements, à vendre",oulfa,4.0,48.0,48.0,2.0,1.0,1.0,10,350000.0
"appartements, à vendre",la gironde,5.0,99.0,120.0,2.0,2.0,2.0,15,1200000.0
"appartements, à vendre",lissasfa,3.0,58.0,58.0,2.0,1.0,1.0,5,650000.0
"appartements, à vendre",oulfa,5.0,74.0,74.0,2.0,1.0,1.0,15,840000.0
"appartements, à vendre",maarif,5.0,75.0,80.0,2.0,1.0,1.0,20,850000.0
"appartements, à vendre",bourgogne,1.0,39.0,39.0,1.0,1.0,1.0,1,840000.0
"appartements, à vendre",derb omar,6.0,114.0,114.0,2.0,2.0,2.0,15,1300000.0
"appartements, à vendre",sidi bernoussi,1.0,61.0,61.0,2.0,1.0,1.0,10,285000.0
"appartements, à vendre",sidi othmane,3.0,66.0,66.0,5.0,1.0,2.0,15,580000.0
"appartements, à vendre",beauséjour,4.0,205.0,215.0,3.0,2.0,3.0,15,2200000.0
"appartements, à vendre",oulfa,4.0,58.0,58.0,2.0,1.0,1.0,20,440000.0
"appartements, à vendre",sidi maarouf,4.0,116.0,116.0,3.0,2.0,1.0,10,1000000.0
"appartements, à vendre",maarif,5.0,50.0,56.0,1.0,1.0,1.0,15,980000.0
"appartements, à vendre",oulfa,2.0,64.0,70.0,2.0,1.0,1.0,15,360000.0
"appartements, à vendre",aïn borja,0.0,86.0,86.0,3.0,2.0,1.0,10,1120000.0
"appartements, à vendre",quartier des hôpitaux,1.0,154.0,208.0,4.0,3.0,2.0,20,2800000.0
"appartements, à vendre",aïn chock,1.0,82.0,82.0,3.0,2.0,1.0,15,820000.0
"appartements, à vendre",ben m'sick,3.0,69.0,69.0,2.0,1.0,1.0,10,620000.0
"appartements, à vendre",oulfa,0.0,124.0,247.0,2.0,1.0,0.0,15,1250000.0
"appartements, à vendre",oulfa,4.0,64.0,66.0,2.0,1.0,1.0,10,480000.0
"appartements, à vendre",sidi maarouf,3.0,82.0,82.0,2.0,1.0,1.0,1,800000.0
"appartements, à vendre",oulfa,3.0,112.0,112.0,3.0,2.0,2.0,10,1150000.0
"appartements, à vendre",sidi maarouf,1.0,120.0,120.0,2.0,2.0,2.0,10,1320000.0
"appartements, à vendre",quartier des hôpitaux,1.0,57.0,65.0,1.0,1.0,1.0,10,1100000.0
"appartements, à vendre",oulfa,0.0,45.0,45.0,1.0,1.0,1.0,15,300000.0
"appartements, à vendre",bourgogne,1.0,102.0,102.0,3.0,2.0,2.0,10,1450000.0
"appartements, à vendre",quartier des hôpitaux,1.0,116.0,116.0,3.0,2.0,1.0,5,1460000.0
"appartements, à vendre",al qods,0.0,85.0,85.0,2.0,1.0,1.0,1,700000.0
"appartements, à vendre",la gironde,1.0,82.0,82.0,2.0,1.0,1.0,15,800000.0
"appartements, à vendre",belvédère,5.0,133.0,133.0,3.0,2.0,1.0,10,1400000.0
"appartements, à vendre",bourgogne,3.0,134.0,134.0,3.0,2.0,3.0,15,1650000.0
"appartements, à vendre",aïn sebaâ,0.0,70.0,70.0,3.0,2.0,1.0,10,780000.0
"appartements, à vendre",sidi moumen,1.0,71.0,71.0,2.0,1.0,2.0,10,585000.0
"appartements, à vendre",aïn sebaâ,2.0,87.0,87.0,3.0,2.0,1.0,1,970000.0
"appartements, à vendre",californie,0.0,99.0,99.0,3.0,2.0,1.0,1,1634000.0
"appartements, à vendre",aïn chock,2.0,97.0,120.0,2.0,1.0,2.0,15,950000.0
"appartements, à vendre",la gironde,5.0,76.0,90.0,2.0,2.0,1.0,1,800000.0
"appartements, à vendre",autre secteur,1.0,58.0,58.0,2.0,2.0,1.0,1,579000.0
"appartements, à vendre",val fleuri,2.0,93.0,93.0,3.0,2.0,1.0,20,1220000.0
"appartements, à vendre",oulfa,5.0,74.0,74.0,2.0,1.0,1.0,10,800000.0
"appartements, à vendre",hay sadri,4.0,120.0,140.0,2.0,1.0,1.0,15,900000.0
"appartements, à vendre",aïn sebaâ,4.0,68.0,68.0,2.0,2.0,1.0,15,510000.0
"appartements, à vendre",lissasfa,3.0,64.0,64.0,2.0,1.0,2.0,15,4000000.0
"appartements, à vendre",oulfa,3.0,50.0,50.0,2.0,1.0,1.0,15,360000.0
"appartements, à vendre",racine,2.0,150.0,152.0,3.0,2.0,2.0,10,2700000.0
"appartements, à vendre",sidi bernoussi,1.0,56.0,60.0,2.0,1.0,1.0,10,320000.0
"appartements, à vendre",hay albaraka,3.0,1.0,1.0,1.0,0.0,0.0,20,3200.0
"appartements, à vendre",aïn chock,1.0,93.0,93.0,2.0,2.0,1.0,10,1220000.0
"appartements, à vendre",la gironde,1.0,78.0,90.0,2.0,1.0,2.0,10,950000.0
"appartements, à vendre",oulfa,4.0,60.0,60.0,2.0,1.0,1.0,15,400000.0
"appartements, à vendre",2 mars,4.0,155.0,162.0,3.0,3.0,1.0,15,1600000.0
"appartements, à vendre",sidi maarouf,0.0,176.0,176.0,3.0,1.0,3.0,5,1350000.0
"appartements, à vendre",hay almassira 2,3.0,64.0,64.0,2.0,1.0,1.0,10,500000.0
"appartements, à vendre",mers sultan,1.0,55.0,55.0,1.0,1.0,1.0,10,820000.0
"appartements, à vendre",oulfa,2.0,54.0,54.0,2.0,1.0,1.0,10,280000.0
"appartements, à vendre",route d'azemmour,3.0,50.0,52.0,2.0,1.0,1.0,10,280000.0
"appartements, à vendre",californie,0.0,141.0,181.0,3.0,2.0,2.0,5,2700000.0
"appartements, à vendre",gauthier,4.0,123.0,137.0,3.0,2.0,1.0,15,1820000.0
"appartements, à vendre",sidi maarouf,4.0,76.0,88.0,2.0,2.0,1.0,10,1090000.0
"appartements, à vendre",oulfa,1.0,45.0,50.0,2.0,1.0,1.0,5,2500.0
"appartements, à vendre",aïn chock,3.0,84.0,92.0,2.0,2.0,1.0,1,1050000.0
"appartements, à vendre",aïn chock,3.0,84.0,92.0,2.0,2.0,1.0,1,1050000.0
"appartements, à vendre",val fleuri,2.0,86.0,86.0,2.0,2.0,1.0,10,1300000.0
"appartements, à vendre",belvédère,3.0,106.0,119.0,3.0,3.0,2.0,10,1450000.0
"appartements, à vendre",autre secteur,0.0,50.0,50.0,2.0,1.0,1.0,10,320000.0
"appartements, à vendre",hay mohammadi,5.0,82.0,82.0,2.0,2.0,1.0,15,840000.0
"appartements, à vendre",2 mars,1.0,93.0,93.0,2.0,2.0,2.0,15,1500000.0
"appartements, à vendre",hay albaraka,1.0,56.0,56.0,2.0,1.0,1.0,15,410000.0
"appartements, à vendre",al madina aljadida,1.0,70.0,76.0,3.0,1.0,1.0,5,500000.0
"appartements, à vendre",centre ville,2.0,128.0,128.0,2.0,2.0,1.0,15,1000000.0
"appartements, à vendre",maarif,3.0,59.0,59.0,1.0,2.0,1.0,1,1120000.0
"appartements, à vendre",hay mohammadi,3.0,73.0,73.0,2.0,1.0,1.0,15,760000.0
"appartements, à vendre",val fleuri,3.0,169.0,169.0,3.0,2.0,2.0,15,2670000.0
"appartements, à vendre",lissasfa,2.0,58.0,58.0,2.0,1.0,1.0,10,360000.0
"appartements, à vendre",aïn chock,3.0,86.0,86.0,3.0,2.0,1.0,10,1250000.0
"appartements, à vendre",aïn chock,1.0,77.0,76.0,3.0,1.0,1.0,10,86000.0
"appartements, à vendre",sidi maarouf,4.0,85.0,85.0,2.0,2.0,1.0,1,880000.0
"appartements, à vendre",2 mars,5.0,150.0,170.0,3.0,2.0,2.0,15,1950000.0
"appartements, à vendre",quartier des hôpitaux,4.0,128.0,138.0,2.0,2.0,1.0,15,1700000.0
"appartements, à vendre",sidi othmane,2.0,75.0,75.0,2.0,1.0,1.0,10,620000.0
"appartements, à vendre",aïn chock,2.0,91.0,91.0,2.0,1.0,1.0,10,87000.0
"appartements, à vendre",aïn chock,1.0,100.0,100.0,2.0,2.0,1.0,20,3000.0
"appartements, à vendre",oulfa,2.0,50.0,50.0,2.0,1.0,1.0,10,360000.0
"appartements, à vendre",sbata,1.0,41.0,41.0,2.0,1.0,1.0,10,560000.0
"appartements, à vendre",bourgogne,4.0,43.0,45.0,1.0,1.0,1.0,1,679000.0
"appartements, à vendre",californie,0.0,144.0,144.0,3.0,2.0,1.0,10,2160000.0
"appartements, à vendre",aïn borja,2.0,84.0,84.0,3.0,2.0,1.0,15,880000.0
"appartements, à vendre",aïn chock,1.0,88.0,88.0,3.0,2.0,1.0,1,14500.0
"appartements, à vendre",sidi moumen,1.0,81.0,81.0,2.0,1.0,1.0,1,650000.0
"appartements, à vendre",la gironde,5.0,110.0,42.0,3.0,2.0,1.0,5,1700000.0
"appartements, à vendre",aïn chock,3.0,160.0,64.0,4.0,3.0,3.0,15,825000.0
"appartements, à vendre",val fleuri,2.0,156.0,186.0,3.0,2.0,3.0,15,2450000.0
"appartements, à vendre",sidi moumen,1.0,77.0,77.0,4.0,1.0,1.0,5,924000.0
"appartements, à vendre",val fleuri,2.0,156.0,186.0,3.0,2.0,3.0,15,2450000.0
"appartements, à vendre",quartier des hôpitaux,2.0,51.0,51.0,1.0,1.0,1.0,15,570000.0
"appartements, à vendre",aïn borja,6.0,71.0,71.0,2.0,2.0,1.0,20,670000.0
"appartements, à vendre",aïn sebaâ,2.0,58.0,58.0,2.0,1.0,1.0,1,330000.0
"appartements, à vendre",quartier des hôpitaux,3.0,108.0,108.0,3.0,2.0,1.0,5,1750000.0
"appartements, à vendre",hay moulay rachid,3.0,53.0,53.0,2.0,1.0,1.0,15,320000.0
"appartements, à vendre",sidi moumen,4.0,64.0,64.0,2.0,1.0,1.0,15,420000.0
"appartements, à vendre",bourgogne,5.0,100.0,100.0,3.0,1.0,2.0,10,12200000.0
"appartements, à vendre",oulfa,4.0,55.0,55.0,2.0,1.0,1.0,10,580000.0
"appartements, à vendre",maarif,3.0,173.0,203.0,3.0,3.0,2.0,20,1790000.0
"appartements, à vendre",al madina aljadida,3.0,65.0,65.0,3.0,1.0,1.0,15,370000.0
"appartements, à vendre",al fida,1.0,60.0,60.0,2.0,1.0,1.0,20,560000.0
"appartements, à vendre",al fida,1.0,60.0,60.0,2.0,1.0,1.0,20,560000.0
"appartements, à vendre",aïn chock,1.0,60.0,60.0,2.0,1.0,1.0,10,6800000.0
"appartements, à vendre",aïn chock,1.0,66.0,83.0,2.0,1.0,1.0,10,960000.0
"appartements, à vendre",sidi bernoussi,1.0,64.0,81.0,2.0,1.0,1.0,15,420000.0
"appartements, à vendre",sidi bernoussi,1.0,64.0,81.0,2.0,1.0,1.0,15,420000.0
"appartements, à vendre",hay hassani,1.0,70.0,70.0,2.0,1.0,1.0,15,680000.0
"appartements, à vendre",sidi moumen,4.0,72.0,76.0,2.0,1.0,1.0,15,3500000.0
"appartements, à vendre",hay mohammadi,2.0,91.0,91.0,2.0,1.0,1.0,5,1300000.0
"appartements, à vendre",hay mohammadi,3.0,102.0,102.0,2.0,1.0,1.0,15,780000.0
"appartements, à vendre",maarif,2.0,126.0,126.0,3.0,2.0,1.0,5,17000.0
"appartements, à vendre",aïn sebaâ,1.0,56.0,56.0,2.0,1.0,1.0,15,420000.0
"appartements, à vendre",val fleuri,5.0,117.0,131.0,3.0,2.0,1.0,15,2350000.0
"appartements, à vendre",sidi bernoussi,0.0,69.0,69.0,2.0,1.0,1.0,15,650000.0
"appartements, à vendre",sidi maarouf,1.0,72.0,72.0,2.0,1.0,1.0,15,700000.0
"appartements, à vendre",aïn sebaâ,1.0,54.0,60.0,2.0,1.0,1.0,10,500000.0
"appartements, à vendre",aïn borja,4.0,91.0,91.0,3.0,2.0,1.0,15,900000.0
"appartements, à vendre",maarif,4.0,79.0,79.0,2.0,2.0,2.0,15,960000.0
"appartements, à vendre",oulfa,1.0,68.0,68.0,3.0,1.0,1.0,10,430000.0
"appartements, à vendre",roches noires,1.0,90.0,90.0,3.0,2.0,1.0,15,10000.0
"appartements, à vendre",sidi maarouf,0.0,95.0,95.0,3.0,1.0,1.0,15,870000.0
"appartements, à vendre",belvédère,4.0,106.0,120.0,3.0,2.0,1.0,10,1380000.0
"appartements, à vendre",la gironde,4.0,86.0,86.0,2.0,1.0,1.0,5,990000.0
"appartements, à vendre",beauséjour,4.0,146.0,156.0,2.0,2.0,2.0,15,2600000.0
"appartements, à vendre",sidi bernoussi,1.0,60.0,60.0,2.0,2.0,1.0,10,17000.0
"appartements, à vendre",beauséjour,5.0,128.0,128.0,3.0,2.0,2.0,15,1800000.0
"appartements, à vendre",aïn sebaâ,2.0,90.0,134.0,2.0,2.0,3.0,15,1400000.0
"appartements, à vendre",sidi bernoussi,1.0,65.0,65.0,2.0,1.0,2.0,10,390000.0
"appartements, à vendre",sidi bernoussi,3.0,62.0,62.0,2.0,1.0,1.0,15,420000.0
"appartements, à vendre",ben m'sick,3.0,60.0,60.0,1.0,1.0,2.0,20,560000.0
"appartements, à vendre",sidi maarouf,3.0,77.0,80.0,1.0,1.0,2.0,10,520000.0
"appartements, à vendre",sidi bernoussi,2.0,60.0,60.0,1.0,1.0,1.0,15,420000.0
"appartements, à vendre",sidi moumen,3.0,96.0,96.0,3.0,1.0,1.0,15,460000.0
"appartements, à vendre",maarif,2.0,200.0,200.0,3.0,2.0,2.0,10,3400000.0
"appartements, à vendre",sidi othmane,1.0,87.0,87.0,3.0,2.0,1.0,10,780000.0
"appartements, à vendre",sidi bernoussi,3.0,83.0,20.0,3.0,2.0,1.0,10,930000.0
"appartements, à vendre",bourgogne,2.0,90.0,90.0,2.0,2.0,1.0,10,1600000.0
"appartements, à vendre",sidi bernoussi,1.0,91.0,91.0,3.0,2.0,1.0,10,960000.0
"appartements, à vendre",val fleuri,5.0,166.0,166.0,3.0,2.0,2.0,15,2495500.0
"appartements, à vendre",oulfa,4.0,55.0,55.0,2.0,1.0,1.0,15,400000.0
"appartements, à vendre",californie,5.0,67.0,67.0,2.0,1.0,2.0,15,690000.0
"appartements, à vendre",triangle d'or,3.0,84.0,84.0,3.0,2.0,1.0,10,1550000.0
"appartements, à vendre",aïn sebaâ,2.0,85.0,85.0,2.0,1.0,1.0,10,1040000.0
"appartements, à vendre",sidi maarouf,2.0,132.0,140.0,3.0,3.0,1.0,1,1280000.0
"appartements, à vendre",oulfa,3.0,52.0,56.0,2.0,1.0,1.0,5,290000.0
"appartements, à vendre",la gironde,5.0,94.0,94.0,3.0,2.0,1.0,15,110000.0
"appartements, à vendre",bourgogne,2.0,128.0,128.0,3.0,2.0,1.0,15,1900000.0
"appartements, à vendre",2 mars,2.0,41.0,41.0,1.0,1.0,1.0,1,750000.0
"appartements, à vendre",derb ghallef,3.0,87.0,87.0,2.0,1.0,1.0,10,970000.0
"appartements, à vendre",aïn borja,4.0,79.0,79.0,3.0,2.0,1.0,15,760000.0
"appartements, à vendre",hay mohammadi,2.0,60.0,64.0,2.0,1.0,1.0,20,480000.0
"appartements, à vendre",hay hassani,2.0,45.0,45.0,2.0,1.0,1.0,5,330000.0
"appartements, à vendre",quartier des hôpitaux,3.0,109.0,109.0,3.0,2.0,1.0,15,1400000.0
"appartements, à vendre",oulfa,1.0,55.0,60.0,2.0,1.0,1.0,15,400000.0
"appartements, à vendre",hay mohammadi,2.0,96.0,96.0,3.0,2.0,1.0,20,740000.0
"appartements, à vendre",maarif,1.0,124.0,136.0,3.0,2.0,1.0,5,2100000.0
"appartements, à vendre",aïn diab,0.0,76.0,76.0,1.0,1.0,1.0,5,1980000.0
"appartements, à vendre",sidi bernoussi,3.0,55.0,60.0,2.0,1.0,1.0,5,300000.0
"appartements, à vendre",hay hassani,3.0,67.0,67.0,2.0,1.0,1.0,20,750000.0
"appartements, à vendre",belvédère,8.0,182.0,182.0,3.0,2.0,2.0,1,1700000.0
"appartements, à vendre",sidi maarouf,1.0,64.0,64.0,2.0,2.0,1.0,1,650000.0
"appartements, à vendre",beauséjour,2.0,120.0,120.0,2.0,2.0,1.0,20,11000.0
"appartements, à vendre",maarif,4.0,67.0,67.0,1.0,2.0,1.0,1,1000000.0
"appartements, à vendre",roches noires,0.0,50.0,50.0,3.0,1.0,1.0,15,500000.0
"appartements, à vendre",sidi bernoussi,0.0,50.0,50.0,2.0,1.0,1.0,5,250000.0
"appartements, à vendre",autre secteur,3.0,53.0,53.0,2.0,1.0,1.0,10,310000.0
"appartements, à vendre",al madina aljadida,1.0,93.0,98.0,3.0,1.0,1.0,10,880000.0
"appartements, à vendre",2 mars,2.0,100.0,105.0,2.0,1.0,1.0,15,1500000.0
"appartements, à vendre",val fleuri,3.0,92.0,99.0,2.0,2.0,2.0,5,16500.0
"appartements, à vendre",maarif,4.0,250.0,250.0,4.0,3.0,3.0,10,4500000.0
"appartements, à vendre",anfa,4.0,79.0,79.0,3.0,2.0,1.0,10,500000.0
"appartements, à vendre",oasis,0.0,70.0,82.0,2.0,2.0,2.0,1,1350000.0
"appartements, à vendre",oulfa,1.0,64.0,64.0,3.0,1.0,1.0,20,400000.0
"appartements, à vendre",al fida,7.0,88.0,90.0,2.0,2.0,1.0,10,109000.0
"appartements, à vendre",sidi bernoussi,0.0,74.0,82.0,2.0,1.0,1.0,20,295000.0
"appartements, à vendre",2 mars,2.0,99.0,119.0,3.0,2.0,1.0,10,1640000.0
"appartements, à vendre",oulfa,4.0,55.0,55.0,2.0,1.0,1.0,10,320000.0
"appartements, à vendre",sidi moumen,1.0,84.0,84.0,2.0,1.0,1.0,1,800000.0
"appartements, à vendre",oulfa,2.0,50.0,50.0,2.0,1.0,1.0,10,260000.0
"appartements, à vendre",oasis,1.0,110.0,116.0,3.0,2.0,1.0,1,2030000.0
"appartements, à vendre",ferme bretone,1.0,49.0,55.0,1.0,1.0,1.0,1,1390000.0
"appartements, à vendre",maarif,0.0,71.0,84.0,2.0,1.0,1.0,15,1180000.0
"appartements, à vendre",roches noires,2.0,74.0,80.0,2.0,1.0,1.0,15,800000.0
"appartements, à vendre",bourgogne,6.0,90.0,104.0,5.0,1.0,1.0,10,1170000.0
"appartements, à vendre",route d'el jadida,0.0,85.0,90.0,2.0,2.0,1.0,5,1400000.0
"appartements, à vendre",aïn sebaâ,4.0,62.0,62.0,3.0,1.0,1.0,10,500000.0
"appartements, à vendre",les princesses,3.0,82.0,82.0,2.0,2.0,1.0,15,900000.0
"appartements, à vendre",fonciere,2.0,172.0,172.0,3.0,3.0,2.0,10,2249993.0
"appartements, à vendre",la gironde,3.0,71.0,71.0,2.0,2.0,1.0,5,860000.0
"appartements, à vendre",oulfa,1.0,84.0,84.0,1.0,1.0,1.0,15,6200000.0
"appartements, à vendre",sidi moumen,3.0,60.0,60.0,2.0,1.0,1.0,15,310000.0
"appartements, à vendre",sidi maarouf,1.0,77.0,77.0,3.0,1.0,1.0,10,1450000.0
"appartements, à vendre",sidi moumen,3.0,60.0,73.0,2.0,1.0,2.0,1,630000.0
"appartements, à vendre",aïn sebaâ,2.0,100.0,100.0,3.0,2.0,1.0,1,930000.0
"appartements, à vendre",californie,4.0,87.0,106.0,2.0,2.0,1.0,15,1254000.0
"appartements, à vendre",autre secteur,3.0,80.0,80.0,2.0,1.0,1.0,1,290000.0
"appartements, à vendre",sidi bernoussi,3.0,96.0,96.0,3.0,2.0,1.0,1,560000.0
"appartements, à vendre",sidi moumen,1.0,72.0,72.0,2.0,2.0,1.0,1,48000.0
"appartements, à vendre",maarif,3.0,97.0,97.0,3.0,1.0,1.0,10,1400000.0
"appartements, à vendre",sidi maarouf,1.0,86.0,88.0,3.0,2.0,1.0,1,1080000.0
"appartements, à vendre",derb ghallef,7.0,158.0,173.0,3.0,2.0,2.0,20,1800000.0
"appartements, à vendre",maarif,1.0,225.0,269.0,3.0,3.0,2.0,10,3200000.0
"appartements, à vendre",sidi maarouf,2.0,97.0,97.0,3.0,2.0,1.0,10,840000.0
"appartements, à vendre",val fleuri,2.0,133.0,134.0,3.0,2.0,2.0,15,1675000.0
"appartements, à vendre",sidi bernoussi,3.0,86.0,86.0,2.0,1.0,1.0,10,830000.0
"appartements, à vendre",bournazil,2.0,77.0,83.0,2.0,2.0,1.0,15,1050000.0
"appartements, à vendre",sidi moumen,4.0,58.0,64.0,2.0,1.0,1.0,10,390000.0
"appartements, à vendre",aïn sebaâ,0.0,80.0,96.0,2.0,2.0,1.0,5,850000.0
"appartements, à vendre",roches noires,1.0,73.0,117.0,2.0,3.0,1.0,10,1200000.0
"appartements, à vendre",ben m'sick,3.0,67.0,67.0,2.0,2.0,1.0,5,2700.0
"appartements, à vendre",beauséjour,1.0,157.0,173.0,2.0,2.0,2.0,20,2400000.0
"appartements, à vendre",oulfa,4.0,1.0,1.0,2.0,1.0,1.0,10,350000.0
"appartements, à vendre",derb ghallef,4.0,124.0,124.0,3.0,2.0,1.0,10,1550000.0
"appartements, à vendre",belvédère,2.0,72.0,72.0,2.0,2.0,1.0,10,10000.0
"appartements, à vendre",sidi moumen,2.0,84.0,84.0,3.0,1.0,1.0,1,2950000.0
"appartements, à vendre",maarif,3.0,55.0,65.0,2.0,1.0,1.0,1,1100000.0
"appartements, à vendre",oulfa,3.0,56.0,60.0,2.0,1.0,1.0,10,280000.0
"appartements, à vendre",aïn diab,3.0,148.0,148.0,3.0,2.0,1.0,5,3400000.0
"appartements, à vendre",centre ville,4.0,127.0,132.0,3.0,2.0,1.0,10,12997.0
"appartements, à vendre",oulfa,2.0,68.0,68.0,2.0,1.0,1.0,5,800000.0
"appartements, à vendre",aïn sebaâ,1.0,56.0,56.0,2.0,2.0,1.0,10,380000.0
"appartements, à vendre",oulfa,3.0,54.0,54.0,2.0,1.0,1.0,5,420000.0
"appartements, à vendre",sidi moumen,1.0,77.0,77.0,4.0,1.0,1.0,5,924000.0
"appartements, à vendre",aïn sebaâ,2.0,139.0,139.0,3.0,2.0,2.0,15,1250000.0
"appartements, à vendre",sidi moumen,2.0,56.0,56.0,2.0,1.0,1.0,10,500000.0
"appartements, à vendre",sidi maarouf,3.0,85.0,105.0,2.0,2.0,1.0,15,1060000.0
"appartements, à vendre",maarif,2.0,192.0,206.0,3.0,2.0,1.0,5,3400000.0
"appartements, à vendre",sidi bernoussi,3.0,74.0,74.0,3.0,2.0,1.0,20,540000.0
"appartements, à vendre",californie,1.0,66.0,83.0,2.0,1.0,1.0,15,980000.0
"appartements, à vendre",hay hassani,0.0,56.0,56.0,2.0,1.0,1.0,10,24000.0
"appartements, à vendre",sidi bernoussi,2.0,1.0,1.0,2.0,1.0,2.0,5,4000000.0
"appartements, à vendre",oulfa,3.0,55.0,63.0,2.0,2.0,1.0,1,100000.0
"appartements, à vendre",maarif,2.0,118.0,153.0,3.0,2.0,2.0,15,1900000.0
"appartements, à vendre",sidi maarouf,3.0,58.0,58.0,2.0,1.0,1.0,15,445000.0
"appartements, à vendre",sidi bernoussi,4.0,53.0,53.0,2.0,1.0,1.0,15,320000.0
"appartements, à vendre",sidi bernoussi,3.0,67.0,67.0,2.0,1.0,1.0,15,380000.0
"appartements, à vendre",la gironde,5.0,89.0,99.0,2.0,2.0,2.0,15,1034000.0
"appartements, à vendre",hay inara,3.0,113.0,113.0,3.0,2.0,1.0,15,1230000.0
"appartements, à vendre",sidi moumen,0.0,50.0,50.0,2.0,1.0,1.0,10,300000.0
"appartements, à vendre",anfa,2.0,60.0,60.0,2.0,1.0,1.0,10,500000.0
"appartements, à vendre",aïn sebaâ,4.0,60.0,62.0,2.0,1.0,1.0,1,320000.0
