type,secteur,etage,surface habitable,surface totale,nbr chambre,nbr salleBain,salon,age de bien,prix
"appartements, à vendre",oulfa,2.0,50.0,50.0,2.0,1.0,1.0,15,520000.0
"appartements, à vendre",oulfa,1.0,1.0,1.0,2.0,1.0,1.0,20,340000.0
"appartements, à vendre",oulfa,4.0,50.0,50.0,2.0,1.0,1.0,10,215000.0
"appartements, à vendre",hay alfalah,3.0,86.0,86.0,2.0,1.0,2.0,10,800000.0
"appartements, à vendre",centre ville,4.0,100.0,177.0,3.0,2.0,1.0,10,1700000.0
"appartements, à vendre",maarif,3.0,92.0,92.0,2.0,2.0,2.0,1,1560000.0
"appartements, à vendre",californie,3.0,88.0,88.0,2.0,2.0,2.0,10,1140000.0
"appartements, à vendre",oulfa,3.0,50.0,50.0,2.0,1.0,1.0,10,320000.0
"appartements, à vendre",autre secteur,1.0,56.0,56.0,2.0,1.0,1.0,10,650000.0
"appartements, à vendre",hay mansour,2.0,163.0,163.0,3.0,3.0,2.0,15,2400000.0
"appartements, à vendre",aïn sebaâ,2.0,55.0,55.0,2.0,1.0,1.0,10,330000.0
"appartements, à vendre",oulfa,2.0,56.0,56.0,2.0,1.0,1.0,15,290000.0
"appartements, à vendre",sbata,2.0,60.0,60.0,2.0,1.0,1.0,15,550000.0
"appartements, à vendre",centre ville,3.0,68.0,65.0,1.0,1.0,1.0,15,6500000.0
"appartements, à vendre",aïn sebaâ,2.0,107.0,107.0,3.0,2.0,1.0,1,9500.0
"appartements, à vendre",belvédère,4.0,85.0,99.0,2.0,2.0,1.0,15,850000.0
"appartements, à vendre",2 mars,3.0,93.0,150.0,3.0,1.0,1.0,20,870000.0
"appartements, à vendre",oasis,6.0,130.0,130.0,3.0,2.0,2.0,15,15000.0
"appartements, à vendre",quartier des hôpitaux,1.0,137.0,137.0,3.0,3.0,2.0,15,2000000.0
"appartements, à vendre",al fida,4.0,68.0,68.0,1.0,1.0,2.0,20,560000.0
"appartements, à vendre",oulfa,4.0,54.0,54.0,2.0,1.0,1.0,10,220000.0
"appartements, à vendre",oulfa,2.0,80.0,76.0,2.0,1.0,1.0,15,420000.0
"appartements, à vendre",laimoune,1.0,78.0,78.0,2.0,1.0,1.0,5,900000.0
"appartements, à vendre",quartier des hôpitaux,2.0,95.0,95.0,2.0,2.0,2.0,15,1250000.0
"appartements, à vendre",californie,3.0,88.0,88.0,2.0,2.0,2.0,10,1150000.0
"appartements, à vendre",roches noires,4.0,87.0,87.0,2.0,2.0,2.0,1,950000.0
"appartements, à vendre",oulfa,4.0,53.0,53.0,2.0,1.0,1.0,10,230000.0
"appartements, à vendre",aïn chock,1.0,96.0,96.0,2.0,1.0,2.0,1,940000.0
"appartements, à vendre",hay hassani,3.0,40.0,40.0,1.0,1.0,1.0,15,300000.0
"appartements, à vendre",sidi bernoussi,2.0,40.0,60.0,2.0,1.0,1.0,15,360000.0
"appartements, à vendre",bourgogne,2.0,90.0,90.0,2.0,2.0,1.0,10,175.0
"appartements, à vendre",sidi othmane,1.0,82.0,81.0,2.0,2.0,2.0,1,400000.0
"appartements, à vendre",maarif,2.0,126.0,126.0,3.0,2.0,1.0,5,2140000.0
"appartements, à vendre",oasis,6.0,130.0,130.0,3.0,2.0,2.0,15,15000.0
"appartements, à vendre",oulfa,4.0,201.0,201.0,4.0,3.0,2.0,20,2300000.0
"appartements, à vendre",aïn sebaâ,2.0,47.0,47.0,1.0,1.0,1.0,10,410000.0
"appartements, à vendre",hay hassani,0.0,70.0,65.0,2.0,1.0,1.0,15,500000.0
"appartements, à vendre",belvédère,4.0,85.0,99.0,2.0,2.0,1.0,15,860000.0
"appartements, à vendre",lissasfa,3.0,52.0,52.0,2.0,1.0,1.0,10,300000.0
"appartements, à vendre",sidi maarouf,3.0,53.0,53.0,2.0,1.0,1.0,15,450000.0
"appartements, à vendre",oulfa,2.0,56.0,56.0,2.0,1.0,1.0,1,350000.0
"appartements, à vendre",oulfa,2.0,92.0,110.0,3.0,1.0,1.0,15,1250000.0
"appartements, à vendre",la gironde,4.0,98.0,98.0,3.0,2.0,2.0,10,890000.0
"appartements, à vendre",2 mars,4.0,120.0,120.0,3.0,2.0,1.0,15,6800.0
"appartements, à vendre",bourgogne,2.0,102.0,102.0,2.0,2.0,1.0,15,5300.0
"appartements, à vendre",quartier des hôpitaux,4.0,163.0,163.0,3.0,5.0,3.0,15,2400000.0
"appartements, à vendre",belvédère,3.0,109.0,109.0,3.0,2.0,1.0,15,1090000.0
"appartements, à vendre",oulfa,2.0,68.0,68.0,2.0,1.0,1.0,10,540000.0
"appartements, à vendre",sidi maarouf,3.0,105.0,105.0,3.0,2.0,1.0,10,1280000.0
"appartements, à vendre",maarif,3.0,110.0,114.0,2.0,2.0,2.0,15,1400000.0
"appartements, à vendre",bourgogne,4.0,50.0,50.0,1.0,1.0,1.0,10,650000.0
"appartements, à vendre",hay hassani,3.0,84.0,113.0,3.0,2.0,1.0,1,9000.0
"appartements, à vendre",beauséjour,1.0,171.0,171.0,3.0,2.0,3.0,15,1750000.0
"appartements, à vendre",autre secteur,1.0,57.0,58.0,2.0,2.0,1.0,5,600000.0
"appartements, à vendre",hay mohammadi,1.0,73.0,73.0,10.0,2.0,2.0,20,790000.0
"appartements, à vendre",laimoune,1.0,43.0,43.0,1.0,1.0,1.0,1,580500.0
"appartements, à vendre",hay moulay rachid,4.0,61.0,61.0,2.0,1.0,1.0,10,390000.0
"appartements, à vendre",oulfa,1.0,68.0,68.0,3.0,1.0,1.0,10,450000.0
"appartements, à vendre",oulfa,4.0,55.0,55.0,2.0,1.0,1.0,10,230000.0
"appartements, à vendre",casablanca finance city,4.0,83.0,102.0,2.0,2.0,1.0,5,1900000.0
"appartements, à vendre",sidi belyout,0.0,60.0,60.0,1.0,1.0,1.0,5,2750000.0
"appartements, à vendre",oulfa,1.0,50.0,50.0,1.0,1.0,1.0,10,380000.0
"appartements, à vendre",sidi othmane,1.0,56.0,56.0,2.0,1.0,1.0,15,490000.0
"appartements, à vendre",bournazil,3.0,86.0,86.0,3.0,1.0,1.0,20,670000.0
"appartements, à vendre",oulfa,4.0,50.0,50.0,2.0,1.0,1.0,10,220000.0
"appartements, à vendre",belvédère,4.0,99.0,85.0,2.0,2.0,1.0,15,860000.0
"appartements, à vendre",maarif,5.0,90.0,135.0,3.0,2.0,1.0,15,1400000.0
"appartements, à vendre",sidi bernoussi,1.0,73.0,72.0,2.0,2.0,1.0,15,490000.0
"appartements, à vendre",hay mohammadi,7.0,66.0,66.0,2.0,1.0,1.0,15,340000.0
"appartements, à vendre",belvédère,0.0,49.0,16.0,1.0,1.0,1.0,15,670000.0
"appartements, à vendre",mers sultan,3.0,60.0,64.0,1.0,1.0,1.0,20,180000.0
"appartements, à vendre",ben ejdia,1.0,76.0,80.0,2.0,1.0,1.0,20,640000.0
"appartements, à vendre",2 mars,6.0,135.0,140.0,3.0,2.0,1.0,20,360000.0
"appartements, à vendre",aïn chock,3.0,84.0,84.0,3.0,2.0,1.0,10,1180000.0
"appartements, à vendre",val fleuri,4.0,144.0,188.0,3.0,3.0,1.0,15,2820000.0
"appartements, à vendre",route d'azemmour,1.0,50.0,55.0,2.0,1.0,1.0,10,230000.0
"appartements, à vendre",californie,4.0,120.0,120.0,10.0,6.0,4.0,20,4200000.0
"appartements, à vendre",roches noires,1.0,150.0,150.0,3.0,3.0,2.0,15,1700000.0
"appartements, à vendre",oulfa,1.0,85.0,85.0,2.0,1.0,2.0,15,700000.0
"appartements, à vendre",hay hassani,0.0,60.0,60.0,2.0,1.0,1.0,15,650000.0
"appartements, à vendre",val fleuri,2.0,80.0,80.0,2.0,1.0,1.0,15,1200000.0
"appartements, à vendre",aïn sebaâ,4.0,58.0,59.0,2.0,1.0,1.0,15,320000000.0
"appartements, à vendre",aïn sebaâ,2.0,58.0,58.0,2.0,2.0,1.0,10,380000.0
"appartements, à vendre",aïn chock,1.0,86.0,86.0,3.0,1.0,1.0,10,1200000.0
"appartements, à vendre",lissasfa,2.0,51.0,51.0,2.0,1.0,1.0,10,400000.0
"appartements, à vendre",centre ville,4.0,40.0,40.0,1.0,1.0,1.0,20,130000.0
"appartements, à vendre",roches noires,5.0,94.0,94.0,2.0,2.0,2.0,15,960000.0
"appartements, à vendre",aïn diab,2.0,205.0,228.0,3.0,2.0,2.0,10,2870000.0
"appartements, à vendre",maarif,3.0,74.0,74.0,2.0,2.0,1.0,10,1400000.0
"appartements, à vendre",maarif,2.0,28.0,28.0,1.0,1.0,1.0,1,590000.0
"appartements, à vendre",sidi bernoussi,1.0,64.0,64.0,2.0,1.0,1.0,10,390000.0
"appartements, à vendre",oulfa,1.0,52.0,53.0,2.0,1.0,1.0,10,360000.0
"appartements, à vendre",maarif,4.0,47.0,47.0,1.0,1.0,1.0,20,17000.0
"appartements, à vendre",autre secteur,1.0,87.0,87.0,2.0,2.0,1.0,5,800000.0
"appartements, à vendre",aïn chock,1.0,111.0,120.0,3.0,2.0,2.0,1,12000.0
"appartements, à vendre",oulfa,1.0,68.0,68.0,3.0,1.0,1.0,5,410000.0
"appartements, à vendre",autre secteur,4.0,65.0,68.0,2.0,1.0,1.0,5,450000.0
"appartements, à vendre",oulfa,1.0,68.0,68.0,3.0,1.0,1.0,10,450000.0
"appartements, à vendre",oulfa,3.0,53.0,53.0,2.0,1.0,1.0,15,300000.0
"appartements, à vendre",oulfa,4.0,54.0,54.0,2.0,1.0,1.0,15,230000.0
"appartements, à vendre",aïn chock,1.0,107.0,107.0,3.0,2.0,1.0,15,120000.0
"appartements, à vendre",oulfa,3.0,57.0,57.0,2.0,1.0,1.0,10,460000.0
"appartements, à vendre",roches noires,5.0,82.0,82.0,2.0,2.0,1.0,5,860000.0
"appartements, à vendre",sidi bernoussi,1.0,60.0,60.0,2.0,1.0,1.0,5,400000.0
"appartements, à vendre",al fida,4.0,53.0,53.0,1.0,1.0,1.0,10,620000.0
"appartements, à vendre",aïn chock,1.0,54.0,60.0,2.0,1.0,1.0,5,70.0
"appartements, à vendre",quartier des hôpitaux,3.0,181.0,181.0,3.0,2.0,4.0,20,2400000.0
"appartements, à vendre",la gironde,1.0,104.0,134.0,2.0,2.0,2.0,15,1.0
"appartements, à vendre",oulfa,3.0,80.0,80.0,2.0,1.0,2.0,15,800000.0
"appartements, à vendre",aïn chock,1.0,54.0,57.0,2.0,1.0,1.0,5,560000.0
"appartements, à vendre",sbata,1.0,65.0,75.0,2.0,1.0,1.0,20,500000.0
"appartements, à vendre",sidi moumen,4.0,56.0,60.0,2.0,1.0,1.0,15,390000.0
"appartements, à vendre",quartier des hôpitaux,7.0,37.0,37.0,1.0,1.0,1.0,5,800000.0
"appartements, à vendre",belvédère,3.0,83.0,84.0,3.0,2.0,1.0,20,240000.0
"appartements, à vendre",oulfa,2.0,50.0,50.0,2.0,1.0,1.0,1,300000.0
"appartements, à vendre",aïn sebaâ,4.0,408.0,108.0,4.0,2.0,1.0,1,1.0
"appartements, à vendre",sidi maarouf,3.0,58.0,58.0,2.0,1.0,1.0,15,460000.0
"appartements, à vendre",maarif,4.0,161.0,161.0,3.0,2.0,2.0,15,1800000.0
"appartements, à vendre",mers sultan,1.0,40.0,40.0,1.0,1.0,1.0,10,5000.0
"appartements, à vendre",autre secteur,2.0,60.0,60.0,2.0,1.0,1.0,5,550000.0
"appartements, à vendre",aïn sebaâ,1.0,122.0,140.0,2.0,2.0,1.0,5,1440000.0
"appartements, à vendre",mers sultan,1.0,90.0,90.0,2.0,2.0,1.0,15,950000.0
"appartements, à vendre",sidi maarouf,0.0,141.0,141.0,4.0,2.0,2.0,1,1020000.0
"appartements, à vendre",oulfa,4.0,55.0,55.0,2.0,1.0,1.0,1,250000.0
"appartements, à vendre",aïn chock,2.0,106.0,106.0,3.0,2.0,2.0,10,1300000.0
"appartements, à vendre",aïn chock,2.0,72.0,77.0,2.0,1.0,1.0,20,750000.0
"appartements, à vendre",beauséjour,5.0,87.0,97.0,2.0,2.0,1.0,15,115.0
"appartements, à vendre",aïn sebaâ,1.0,84.0,84.0,2.0,1.0,2.0,10,420000.0
"appartements, à vendre",racine,3.0,110.0,110.0,1.0,2.0,2.0,15,1670000.0
"appartements, à vendre",oulfa,1.0,183.0,45.0,3.0,2.0,1.0,1,1845750.0
"appartements, à vendre",sidi moumen,2.0,74.0,74.0,2.0,1.0,1.0,20,560000.0
"appartements, à vendre",oulfa,4.0,70.0,69.0,2.0,2.0,1.0,5,640000.0
"appartements, à vendre",autre secteur,1.0,68.0,70.0,2.0,1.0,1.0,10,620000.0
"appartements, à vendre",maarif,0.0,142.0,142.0,2.0,2.0,2.0,10,1300000.0
"appartements, à vendre",triangle d'or,2.0,100.0,100.0,2.0,2.0,2.0,10,1900000.0
"appartements, à vendre",racine,3.0,126.0,126.0,3.0,2.0,2.0,5,2450000.0
"appartements, à vendre",racine,2.0,48.0,48.0,1.0,1.0,1.0,5,1190000.0
"appartements, à vendre",racine,4.0,66.0,66.0,1.0,1.0,1.0,1,1500000.0
"appartements, à vendre",palmier,7.0,149.0,149.0,3.0,2.0,3.0,15,2400000.0
"appartements, à vendre",oulfa,4.0,50.0,50.0,2.0,1.0,1.0,15,230000.0
"appartements, à vendre",2 mars,3.0,73.0,72.0,2.0,1.0,1.0,5,1250000.0
"appartements, à vendre",oulfa,4.0,51.0,54.0,2.0,1.0,2.0,10,390000.0
"appartements, à vendre",anfa,5.0,130.0,150.0,3.0,3.0,2.0,5,2720000.0
"appartements, à vendre",oulfa,3.0,56.0,56.0,2.0,1.0,1.0,5,300000.0
"appartements, à vendre",lissasfa,1.0,76.0,81.0,2.0,2.0,1.0,5,850000.0
"appartements, à vendre",oulfa,1.0,68.0,68.0,3.0,1.0,1.0,15,450000.0
"appartements, à vendre",val fleuri,1.0,36.0,36.0,1.0,1.0,1.0,1,798000.0
"appartements, à vendre",hay mohammadi,3.0,70.0,70.0,2.0,2.0,1.0,15,730000.0
"appartements, à vendre",ben m'sick,2.0,53.0,53.0,2.0,1.0,1.0,5,330000.0
"appartements, à vendre",californie,3.0,120.0,120.0,3.0,2.0,1.0,10,1890000.0
"appartements, à vendre",quartier des hôpitaux,5.0,85.0,91.0,2.0,1.0,1.0,1,1000000.0
"appartements, à vendre",oulfa,2.0,64.0,64.0,2.0,2.0,1.0,5,800000.0
"appartements, à vendre",oulfa,4.0,53.0,53.0,2.0,1.0,1.0,10,300000.0
"appartements, à vendre",autre secteur,4.0,54.0,58.0,2.0,1.0,1.0,10,260000.0
"appartements, à vendre",sidi maarouf,0.0,58.0,58.0,2.0,1.0,1.0,10,500000.0
"appartements, à vendre",roches noires,3.0,93.0,93.0,2.0,2.0,2.0,15,900000.0
"appartements, à vendre",oulfa,1.0,78.0,78.0,2.0,2.0,1.0,1,920000.0
"appartements, à vendre",palmier,3.0,39.0,39.0,1.0,1.0,1.0,1,850000.0
"appartements, à vendre",hay inara,1.0,106.0,120.0,3.0,2.0,2.0,1,1400000.0
"appartements, à vendre",aïn sebaâ,4.0,40.0,42.0,1.0,1.0,1.0,15,270000.0
"appartements, à vendre",la gironde,1.0,63.0,63.0,2.0,1.0,1.0,15,720000.0
"appartements, à vendre",sidi maarouf,0.0,73.0,73.0,1.0,1.0,2.0,15,55000.0
"appartements, à vendre",maarif,5.0,350.0,418.0,4.0,2.0,5.0,15,6800000.0
"appartements, à vendre",sidi maarouf,1.0,141.0,141.0,4.0,2.0,2.0,1,1020000.0
"appartements, à vendre",centre ville,3.0,122.0,122.0,2.0,2.0,2.0,20,1800000.0
"appartements, à vendre",mers sultan,3.0,81.0,81.0,2.0,1.0,1.0,20,760000.0
"appartements, à vendre",californie,5.0,112.0,112.0,2.0,2.0,3.0,1,1400000.0
"appartements, à vendre",californie,0.0,130.0,130.0,3.0,2.0,1.0,5,14000.0
"appartements, à vendre",2 mars,4.0,134.0,134.0,3.0,2.0,2.0,20,1740000.0
"appartements, à vendre",aïn sebaâ,3.0,112.0,112.0,3.0,2.0,1.0,15,1000000.0
"appartements, à vendre",sidi maarouf,1.0,1111.0,1111.0,3.0,2.0,1.0,10,750000.0
"appartements, à vendre",mers sultan,1.0,120.0,120.0,2.0,1.0,1.0,10,1200000.0
"appartements, à vendre",hay hassani,1.0,50.0,50.0,2.0,1.0,1.0,10,380000.0
"appartements, à vendre",ben m'sick,0.0,40.0,40.0,1.0,1.0,1.0,15,135000.0
"appartements, à vendre",belvédère,4.0,84.0,84.0,2.0,1.0,1.0,20,760000.0
"appartements, à vendre",aïn sebaâ,1.0,461.0,461.0,1.0,1.0,1.0,1,10000.0
"appartements, à vendre",sidi maarouf,4.0,50.0,50.0,2.0,1.0,1.0,15,380000.0
"appartements, à vendre",maarif,2.0,44.0,46.0,1.0,1.0,1.0,5,1100000.0
"appartements, à vendre",centre ville,4.0,96.0,124.0,2.0,2.0,1.0,20,700000.0
"appartements, à vendre",al fida,3.0,89.0,89.0,2.0,1.0,2.0,20,630000.0
"appartements, à vendre",quartier des hôpitaux,2.0,118.0,127.0,2.0,1.0,1.0,15,1475000.0
"appartements, à vendre",belvédère,4.0,85.0,99.0,2.0,2.0,1.0,15,900000.0
"appartements, à vendre",hay hassani,3.0,41.0,41.0,1.0,1.0,1.0,20,300000.0
"appartements, à vendre",oulfa,1.0,65.0,66.0,3.0,1.0,1.0,5,450000.0
"appartements, à vendre",oulfa,4.0,54.0,54.0,2.0,1.0,1.0,15,230000.0
"appartements, à vendre",sidi bernoussi,3.0,86.0,97.0,2.0,2.0,2.0,20,65.0
"appartements, à vendre",ferme bretone,5.0,82.0,157.0,3.0,2.0,1.0,1,2117000.0
"appartements, à vendre",sidi moumen,2.0,68.0,67.0,2.0,1.0,1.0,5,470000.0
"appartements, à vendre",sidi bernoussi,3.0,86.0,114.0,2.0,1.0,2.0,10,60.0
"appartements, à vendre",aïn chock,2.0,45.0,45.0,2.0,1.0,1.0,10,320000.0
"appartements, à vendre",sidi othmane,0.0,57.0,69.0,1.0,0.0,0.0,15,1200.0
"appartements, à vendre",oulfa,0.0,63.0,63.0,2.0,1.0,1.0,15,540000.0
"appartements, à vendre",hay moulay rachid,1.0,87.0,88.0,2.0,1.0,2.0,10,360000.0
"appartements, à vendre",autre secteur,1.0,80.0,80.0,2.0,1.0,1.0,5,320000.0
"appartements, à vendre",ben m'sick,3.0,94.0,1.0,2.0,2.0,2.0,20,820000.0
"appartements, à vendre",aïn diab,0.0,106.0,124.0,3.0,2.0,1.0,1,1700000.0
"appartements, à vendre",anfa,5.0,60.0,60.0,1.0,1.0,1.0,15,1200000.0
"appartements, à vendre",roches noires,0.0,106.0,106.0,2.0,1.0,1.0,15,900000.0
"appartements, à vendre",belvédère,4.0,85.0,99.0,2.0,2.0,1.0,15,900000.0
"appartements, à vendre",hay hassani,3.0,64.0,68.0,2.0,1.0,1.0,15,430000.0
"appartements, à vendre",belvédère,3.0,140.0,140.0,2.0,2.0,2.0,20,1290000.0
"appartements, à vendre",route d'azemmour,4.0,50.0,71.0,3.0,2.0,1.0,1,250000.0
"appartements, à vendre",quartier des hôpitaux,8.0,251.0,451.0,4.0,3.0,2.0,15,33000000.0
"appartements, à vendre",sbata,3.0,50.0,50.0,2.0,1.0,1.0,20,320000.0
"appartements, à vendre",mers sultan,3.0,70.0,70.0,2.0,1.0,1.0,20,220000.0
"appartements, à vendre",aïn borja,2.0,62.0,62.0,2.0,1.0,1.0,15,680000.0
"appartements, à vendre",sidi maarouf,2.0,93.0,93.0,3.0,1.0,1.0,5,940000.0
"appartements, à vendre",palmier,1.0,102.0,136.0,2.0,2.0,1.0,15,1590000.0
"appartements, à vendre",californie,4.0,96.0,96.0,3.0,2.0,2.0,15,840000.0
"appartements, à vendre",maarif,5.0,75.0,80.0,2.0,1.0,1.0,20,850000.0
"appartements, à vendre",sidi moumen,0.0,153.0,153.0,2.0,3.0,2.0,10,710000.0
"appartements, à vendre",bourgogne,6.0,135.0,145.0,3.0,2.0,1.0,15,2200000.0
"appartements, à vendre",oulfa,4.0,52.0,50.0,2.0,1.0,2.0,10,275000.0
"appartements, à vendre",oulfa,4.0,50.0,50.0,2.0,1.0,1.0,10,225000.0
"appartements, à vendre",al madina aljadida,1.0,130.0,130.0,3.0,2.0,1.0,10,850000.0
"appartements, à vendre",sidi moumen,4.0,64.0,64.0,2.0,1.0,1.0,15,450000.0
"appartements, à vendre",val d'anfa,6.0,135.0,147.0,3.0,2.0,1.0,15,2280000.0
"appartements, à vendre",hay hassani,1.0,54.0,54.0,2.0,1.0,1.0,10,34.0
"appartements, à vendre",quartier des hôpitaux,5.0,167.0,167.0,3.0,2.0,2.0,15,14000.0
"appartements, à vendre",maarif,5.0,72.0,72.0,2.0,1.0,1.0,10,1100000.0
"appartements, à vendre",bourgogne,5.0,40.0,40.0,1.0,1.0,1.0,15,750000.0
"appartements, à vendre",triangle d'or,2.0,100.0,111.0,2.0,2.0,2.0,5,1940000.0
"appartements, à vendre",aïn borja,2.0,42.0,49.0,2.0,1.0,1.0,10,600000.0
"appartements, à vendre",aïn sebaâ,4.0,60.0,65.0,2.0,1.0,1.0,15,460000.0
"appartements, à vendre",aïn sebaâ,3.0,88.0,88.0,3.0,2.0,1.0,5,950000.0
"appartements, à vendre",oulfa,3.0,68.0,68.0,2.0,1.0,1.0,10,550000.0
"appartements, à vendre",sidi maarouf,2.0,50.0,50.0,2.0,1.0,1.0,5,490000.0
"appartements, à vendre",oulfa,3.0,56.0,56.0,2.0,1.0,1.0,10,300000.0
"appartements, à vendre",palmier,4.0,97.0,96.0,2.0,1.0,2.0,15,1100000.0
"appartements, à vendre",c.i.l,4.0,82.0,102.0,2.0,2.0,2.0,15,1270000.0
"appartements, à vendre",sidi moumen,3.0,50.0,50.0,2.0,1.0,1.0,10,36000.0
"appartements, à vendre",sidi moumen,3.0,65.0,65.0,2.0,1.0,2.0,15,450000.0
"appartements, à vendre",aïn chock,2.0,120.0,130.0,6.0,7.0,3.0,15,3300000.0
"appartements, à vendre",sidi moumen,1.0,83.0,83.0,3.0,2.0,1.0,1,750000.0
"appartements, à vendre",hay albaraka,3.0,74.0,89.0,2.0,2.0,1.0,5,650000.0
"appartements, à vendre",beauséjour,3.0,89.0,89.0,2.0,2.0,1.0,10,1115000.0
"appartements, à vendre",laimoune,1.0,115.0,115.0,3.0,3.0,1.0,1,1960000.0
"appartements, à vendre",quartier des hôpitaux,4.0,157.0,157.0,3.0,2.0,1.0,5,2000000.0
"appartements, à vendre",bourgogne,6.0,121.0,121.0,3.0,2.0,1.0,10,2200000.0
"appartements, à vendre",belvédère,4.0,99.0,85.0,2.0,2.0,1.0,15,900000.0
"appartements, à vendre",aïn chock,3.0,96.0,96.0,2.0,1.0,1.0,10,780000.0
"appartements, à vendre",hay moulay rachid,1.0,27.0,17.0,1.0,1.0,1.0,1,1600.0
"appartements, à vendre",hay mohammadi,1.0,71.0,71.0,2.0,2.0,1.0,15,670000.0
"appartements, à vendre",autre secteur,0.0,66.0,66.0,2.0,1.0,2.0,5,600000.0
"appartements, à vendre",aïn chock,2.0,115.0,115.0,2.0,2.0,1.0,15,1380000.0
"appartements, à vendre",aïn chock,1.0,100.0,100.0,2.0,1.0,1.0,20,2700000.0
"appartements, à vendre",beauséjour,2.0,99.0,112.0,2.0,2.0,2.0,15,1390000.0
"appartements, à vendre",oulfa,3.0,57.0,57.0,2.0,1.0,1.0,10,460000.0
"appartements, à vendre",oulfa,4.0,50.0,50.0,1.0,1.0,1.0,15,270000.0
"appartements, à vendre",oulfa,4.0,50.0,50.0,2.0,1.0,1.0,10,230000.0
"appartements, à vendre",oulfa,4.0,50.0,50.0,2.0,1.0,1.0,10,260000000.0
"appartements, à vendre",2 mars,3.0,145.0,145.0,3.0,2.0,1.0,15,2250000.0
"appartements, à vendre",aïn chock,1.0,83.0,83.0,2.0,2.0,1.0,10,1360000.0
"appartements, à vendre",sidi bernoussi,2.0,58.0,58.0,2.0,1.0,1.0,1,270000.0
"appartements, à vendre",sidi bernoussi,3.0,60.0,60.0,1.0,0.0,1.0,10,650000.0
"appartements, à vendre",roches noires,5.0,70.0,70.0,2.0,1.0,1.0,20,60000.0
"appartements, à vendre",hay moulay rachid,0.0,54.0,56.0,2.0,1.0,1.0,15,360000.0
"appartements, à vendre",route d'azemmour,3.0,53.0,55.0,2.0,1.0,1.0,10,250000.0
"appartements, à vendre",quartier des hôpitaux,1.0,98.0,208.0,2.0,1.0,2.0,15,1700000.0
"appartements, à vendre",bourgogne,1.0,82.0,82.0,2.0,1.0,1.0,20,700000.0
"appartements, à vendre",oulfa,3.0,53.0,53.0,2.0,1.0,1.0,5,300000.0
"appartements, à vendre",oulfa,3.0,68.0,68.0,2.0,1.0,1.0,10,500000.0
"appartements, à vendre",hay moulay rachid,3.0,65.0,65.0,2.0,1.0,1.0,15,300000.0
"appartements, à vendre",hay hassani,3.0,40.0,40.0,1.0,1.0,1.0,10,300000.0
"appartements, à vendre",bourgogne,6.0,73.0,73.0,3.0,1.0,1.0,10,1250000.0
"appartements, à vendre",aïn sebaâ,0.0,90.0,90.0,2.0,0.0,1.0,10,800000.0
"appartements, à vendre",roches noires,4.0,70.0,80.0,2.0,1.0,1.0,15,650000.0
"appartements, à vendre",sidi maarouf,2.0,73.0,123.0,2.0,2.0,2.0,1,820000.0
"appartements, à vendre",sidi maarouf,3.0,89.0,89.0,2.0,2.0,1.0,1,890000.0
"appartements, à vendre",mers sultan,4.0,47.0,47.0,1.0,1.0,1.0,1,775000.0
"appartements, à vendre",2 mars,3.0,132.0,138.0,3.0,2.0,1.0,15,1750000.0
"appartements, à vendre",oulfa,0.0,46.0,46.0,2.0,1.0,1.0,5,310000.0
"appartements, à vendre",mers sultan,5.0,100.0,107.0,2.0,2.0,1.0,10,1550000.0
"appartements, à vendre",aïn chock,3.0,141.0,141.0,3.0,2.0,1.0,10,960000.0
"appartements, à vendre",racine,4.0,180.0,180.0,3.0,3.0,2.0,15,2800000.0
"appartements, à vendre",bourgogne,3.0,127.0,127.0,3.0,2.0,1.0,15,1650000.0
"appartements, à vendre",c.i.l,1.0,100.0,100.0,3.0,1.0,1.0,10,9000.0
"appartements, à vendre",hay moulay rachid 4,2.0,56.0,63.0,2.0,1.0,1.0,5,500000.0
"appartements, à vendre",sidi bernoussi,4.0,48.0,50.0,2.0,1.0,1.0,10,290000.0
"appartements, à vendre",belvédère,6.0,73.0,73.0,1.0,1.0,1.0,10,830000.0
"appartements, à vendre",sidi moumen,0.0,64.0,64.0,2.0,1.0,0.0,15,310000.0
"appartements, à vendre",californie,1.0,106.0,124.0,2.0,2.0,1.0,5,1450000.0
"appartements, à vendre",sidi bernoussi,2.0,79.0,79.0,3.0,1.0,1.0,15,560000.0
"appartements, à vendre",sidi moumen,2.0,57.0,57.0,2.0,1.0,2.0,1,460000.0
"appartements, à vendre",palmier,5.0,70.0,90.0,2.0,1.0,1.0,15,1700000.0
"appartements, à vendre",anfa,3.0,143.0,143.0,3.0,2.0,2.0,15,15000.0
"appartements, à vendre",hay mohammadi,2.0,72.0,89.0,8.0,3.0,4.0,20,1100000.0
"appartements, à vendre",oasis,4.0,167.0,167.0,3.0,2.0,3.0,1,2900000.0
"appartements, à vendre",roches noires,2.0,79.0,79.0,2.0,2.0,1.0,10,830000.0
"appartements, à vendre",oulfa,4.0,54.0,54.0,2.0,1.0,1.0,10,230000.0
"appartements, à vendre",hay hassani,3.0,42.0,42.0,1.0,1.0,1.0,10,300000.0
"appartements, à vendre",maarif,2.0,72.0,80.0,2.0,1.0,1.0,5,1225000.0
"appartements, à vendre",maarif,2.0,84.0,84.0,2.0,2.0,2.0,15,1200000.0
"appartements, à vendre",belvédère,4.0,85.0,99.0,2.0,2.0,1.0,15,860000.0
